gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4336628726543195	5	0.894	nan	nan
1	396	0.4336628726543195	5	0.792	nan	nan
2	390	0.4336628726543195	5	0.762	nan	nan
3	398	0.4326594418916607	6	0.63	nan	nan
4	390	0.4326594418916607	6	0.586	nan	nan
5	400	0.43186458193415395	22	0.51	nan	nan
6	387	0.4312433600766755	28	0.494	nan	nan
7	398	0.4279313628791524	19	0.478	nan	nan
8	404	0.4279313628791524	19	0.376	nan	nan
9	384	0.4279313628791524	19	0.438	nan	nan
10	405	0.4279313628791524	19	0.404	nan	nan
11	395	0.4279313628791524	19	0.446	nan	nan
12	383	0.42651303656064915	7	0.406	nan	nan
13	387	0.41953364509446867	32	0.342	nan	nan
14	417	0.41953364509446867	32	0.376	nan	nan
15	403	0.41801214115363516	45	0.338	nan	nan
16	400	0.4179562679635293	45	0.36	nan	nan
17	404	0.41787119792401745	47	0.37	nan	nan
18	371	0.4178294811366373	47	0.318	nan	nan
19	409	0.41712687067443227	46	0.296	nan	nan
20	398	0.4171268031098441	47	0.286	nan	nan
21	386	0.4170336317526081	48	0.332	nan	nan
22	382	0.41663095102200204	42	0.366	nan	nan
23	389	0.41174339794806447	29	0.384	nan	nan
24	368	0.41045836825521453	28	0.344	nan	nan
25	418	0.41045836825521453	28	0.428	nan	nan
26	413	0.41045836825521453	28	0.43	nan	nan
27	408	0.4104202131629586	28	0.44	nan	nan
28	394	0.4104202131629586	28	0.434	nan	nan
29	381	0.4101498336342974	34	0.46	nan	nan
30	386	0.4101498336342974	34	0.452	nan	nan
31	396	0.4101473695836691	35	0.46	nan	nan
32	397	0.4101473695836691	35	0.472	nan	nan
33	408	0.4099037934458479	45	0.498	nan	nan
34	392	0.40976339104041387	53	0.488	nan	nan
35	389	0.40976339104041387	53	0.49	nan	nan
36	404	0.40934258546461283	53	0.504	nan	nan
37	399	0.4093340381180715	67	0.48	nan	nan
38	407	0.409306898223826	91	0.528	nan	nan
39	398	0.40928044780790884	101	0.456	nan	nan
40	393	0.40912479029704235	73	0.462	nan	nan
41	414	0.40876318448969984	69	0.52	nan	nan
42	378	0.40876318448969984	69	0.484	nan	nan
43	378	0.4087605350139067	68	0.418	nan	nan
44	394	0.4087014246757036	69	0.464	nan	nan
45	391	0.4087014246757036	69	0.48	nan	nan
46	396	0.4086577464840131	69	0.432	nan	nan
47	374	0.4086296624930135	53	0.426	nan	nan
48	392	0.4084267105793474	82	0.414	nan	nan
49	388	0.4084267105793474	82	0.42	nan	nan
50	391	0.4083317671068373	31	0.41	0.7552083333333334	WTA(complement(WA(IN22, maximum(IN17, maximum(concentrator(WA(IN19, IN2, '0.4')), dilator(IN5))), '0.4')), WA(IN22, maximum(maximum(IN17, maximum(concentrator(WA(IN19, IN2, '0.4')), dilator(IN5))), dilator(IN5)), '0.4'))
