gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.48978397840989824	44	0.9	nan	nan
1	381	0.4523654451788252	11	0.67	nan	nan
2	409	0.43996338034034527	14	0.57	nan	nan
3	402	0.43651866444881915	14	0.452	nan	nan
4	395	0.4295513010089079	15	0.394	nan	nan
5	402	0.4131386118964778	25	0.284	nan	nan
6	415	0.4051990007803267	25	0.322	nan	nan
7	365	0.39942896754201734	13	0.354	nan	nan
8	401	0.39640683404070604	28	0.366	nan	nan
9	425	0.390503398847562	27	0.432	nan	nan
10	403	0.3885971789848679	28	0.346	nan	nan
11	408	0.38727645281877715	33	0.384	nan	nan
12	394	0.3857358693406432	29	0.358	nan	nan
13	399	0.3854031774333227	28	0.366	nan	nan
14	410	0.38369925366884194	35	0.408	nan	nan
15	380	0.383413786347483	35	0.366	nan	nan
16	418	0.3832876457738678	36	0.36	nan	nan
17	399	0.382557130529907	32	0.306	nan	nan
18	413	0.38177882875081853	35	0.304	nan	nan
19	424	0.38175807680852986	33	0.342	nan	nan
20	437	0.38120338077652105	35	0.392	nan	nan
21	413	0.38108114484274497	35	0.38	nan	nan
22	392	0.38066482642044835	35	0.352	nan	nan
23	398	0.38066482642044835	35	0.326	nan	nan
24	387	0.37659836565625904	32	0.296	nan	nan
25	397	0.37659836565625904	32	0.294	nan	nan
26	390	0.3763372256279516	32	0.34	nan	nan
27	416	0.37079142368037077	32	0.334	nan	nan
28	402	0.36919234484428826	36	0.292	nan	nan
29	424	0.3643132903885322	32	0.368	nan	nan
30	389	0.3643132903885322	32	0.316	nan	nan
31	419	0.3643132903885322	32	0.404	nan	nan
32	392	0.3640433379861488	32	0.288	nan	nan
33	399	0.36361217415449476	31	0.204	nan	nan
34	402	0.3634127466870417	44	0.212	nan	nan
35	382	0.3630181066863549	35	0.224	nan	nan
36	405	0.3629785999218016	34	0.26	nan	nan
37	413	0.36251072307175586	61	0.206	nan	nan
38	415	0.3622010449696997	61	0.23	nan	nan
39	407	0.3621260010059641	42	0.156	nan	nan
40	435	0.3617484349638486	60	0.146	nan	nan
41	415	0.3616435565887874	77	0.098	nan	nan
42	389	0.36145330840141654	64	0.098	nan	nan
43	399	0.36077693392925525	76	0.122	nan	nan
44	422	0.36058744877215765	83	0.124	nan	nan
45	390	0.36027145684274076	67	0.082	nan	nan
46	396	0.35972957669007194	68	0.086	nan	nan
47	403	0.3595754655376433	82	0.064	nan	nan
48	422	0.35841025781457253	72	0.136	nan	nan
49	409	0.3576921287893275	78	0.164	nan	nan
50	396	0.35674826646056584	94	0.166	0.8533333333333334	WTA(WA(WA(IN30, IN22, '0.5'), IN33, extend('0.6')), OWA(OWA(WA(IN25, IN5, extend(extend('0.4'))), OWA(concentrator(maximum(IN32, OWA(complement(WA(IN30, IN30, extend('0.6'))), WA(concentrator(complement(IN3)), maximum(WA(concentrator(complement(IN3)), maximum(concentrator(complement(WA(IN30, IN22, '0.5'))), IN27), '0.5'), IN27), '0.5'), '0.5'))), IN5, '0.5'), extend('0.4')), OWA(complement(WA(IN30, IN22, '0.5')), WA(maximum(IN32, OWA(complement(WA(IN30, IN30, extend('0.5'))), WA(concentrator(complement(IN3)), maximum(complement(IN3), IN27), '0.4'), '0.5')), maximum(IN32, OWA(complement(WA(IN30, IN30, extend('0.5'))), IN27, '0.5')), '0.4'), '0.5'), extend('0.4')))
