gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.42457640815082265	7	0.922	nan	nan
1	396	0.42457640815082265	7	0.774	nan	nan
2	409	0.4217695331291727	10	0.71	nan	nan
3	393	0.4217695331291727	10	0.588	nan	nan
4	412	0.418517885604028	12	0.498	nan	nan
5	443	0.41516525806000876	18	0.456	nan	nan
6	408	0.41516525806000876	18	0.384	nan	nan
7	383	0.41439119497157023	21	0.368	nan	nan
8	415	0.41275468759438605	13	0.286	nan	nan
9	396	0.4099351718518221	22	0.288	nan	nan
10	427	0.4091239317904723	22	0.364	nan	nan
11	404	0.40878036654050853	22	0.348	nan	nan
12	413	0.40729837205500363	19	0.364	nan	nan
13	418	0.4055266555227355	24	0.324	nan	nan
14	404	0.4055266555227355	24	0.29	nan	nan
15	403	0.4055266555227355	24	0.284	nan	nan
16	404	0.4046167266843243	32	0.236	nan	nan
17	402	0.4041292408233827	29	0.306	nan	nan
18	392	0.40386630797047596	36	0.26	nan	nan
19	408	0.4035457912150139	28	0.268	nan	nan
20	405	0.4027639257683493	34	0.264	nan	nan
21	413	0.40238244497443604	32	0.278	nan	nan
22	397	0.40232234993003985	32	0.296	nan	nan
23	409	0.40232234993003985	32	0.238	nan	nan
24	379	0.4022639599375209	44	0.278	nan	nan
25	389	0.40214895341526147	78	0.242	nan	nan
26	414	0.40186444147760214	64	0.252	nan	nan
27	385	0.4017684590468178	45	0.238	nan	nan
28	417	0.40160517115523897	68	0.298	nan	nan
29	400	0.4014492006215177	52	0.332	nan	nan
30	399	0.4010812322461389	78	0.282	nan	nan
31	411	0.4010812322461389	78	0.342	nan	nan
32	412	0.40073099414446184	87	0.422	nan	nan
33	416	0.40072138184368056	86	0.428	nan	nan
34	401	0.4003300023365677	86	0.402	nan	nan
35	386	0.4002516159362675	89	0.414	nan	nan
36	398	0.40010673646000416	105	0.4	nan	nan
37	405	0.3995458147558966	106	0.362	nan	nan
38	418	0.3995004803479653	106	0.36	nan	nan
39	387	0.3994205817728854	109	0.384	nan	nan
40	404	0.39934821268210935	144	0.364	nan	nan
41	404	0.3992570243739705	132	0.374	nan	nan
42	379	0.3987974975767951	141	0.348	nan	nan
43	408	0.3986965321118557	144	0.344	nan	nan
44	419	0.3983817869507931	102	0.34	nan	nan
45	413	0.3983693958422658	98	0.39	nan	nan
46	418	0.39830242362894475	119	0.398	nan	nan
47	416	0.3982690343577927	152	0.338	nan	nan
48	391	0.3974578035213828	125	0.346	nan	nan
49	404	0.3972568504362153	131	0.344	nan	nan
50	398	0.3972212277029797	131	0.362	0.7916666666666666	WTA(complement(maximum(IN17, maximum(OWA(OWA(OWA(IN22, maximum(maximum(IN19, OWA(IN5, IN6, '0.7')), OWA(OWA(IN10, IN5, '0.1'), IN5, '0.7')), extend('0.7')), dilator(OWA(IN17, IN5, '0.6')), '0.5'), OWA(maximum(maximum(IN17, OWA(IN5, IN6, extend('0.5'))), IN5), IN5, extend('0.5')), '0.7'), IN5))), OWA(OWA(OWA(IN22, maximum(IN17, OWA(IN5, dilator(OWA(IN17, IN5, '0.6')), '0.7')), '0.7'), IN5, '0.7'), OWA(maximum(maximum(IN17, OWA(maximum(IN17, OWA(maximum(maximum(IN17, OWA(maximum(IN17, OWA(IN5, dilator(OWA(IN17, IN5, '0.6')), '0.7')), IN17, '0.7')), IN5), dilator(OWA(IN17, IN5, '0.6')), '0.7')), IN17, '0.6')), IN5), maximum(IN17, maximum(OWA(OWA(OWA(IN22, maximum(IN17, OWA(OWA(IN17, IN5, '0.6'), IN5, '0.7')), '0.7'), IN5, '0.7'), OWA(maximum(maximum(IN19, OWA(IN5, IN6, '0.7')), IN5), IN5, '0.7'), '0.6'), IN5)), '0.7'), '0.7'))
