gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.3884203987814685	6	0.75	nan	nan
1	391	0.3822124011232602	8	0.716	nan	nan
2	403	0.3558876245865972	15	0.598	nan	nan
3	435	0.3558876245865972	15	0.494	nan	nan
4	414	0.3534849620126981	16	0.372	nan	nan
5	411	0.353327240845467	15	0.284	nan	nan
6	427	0.34699373897029706	30	0.19	nan	nan
7	375	0.3453988309232461	20	0.18	nan	nan
8	386	0.3453988309232461	20	0.154	nan	nan
9	393	0.3453988309232461	20	0.154	nan	nan
10	408	0.34434774536003193	36	0.138	nan	nan
11	381	0.34399226232182906	35	0.1	nan	nan
12	423	0.34350428333563093	44	0.118	nan	nan
13	383	0.34282401082362657	36	0.104	nan	nan
14	401	0.34214661432635546	60	0.082	nan	nan
15	399	0.3414747748690512	47	0.094	nan	nan
16	409	0.34105712761206003	54	0.074	nan	nan
17	425	0.3410037995841461	61	0.074	nan	nan
18	390	0.3403470065106299	89	0.042	nan	nan
19	413	0.34027953028296376	56	0.048	nan	nan
20	398	0.3402581854325536	122	0.03	nan	nan
21	404	0.33970478288418143	53	0.03	nan	nan
22	391	0.3395072225705127	46	0.026	nan	nan
23	390	0.3390347559063124	88	0.02	nan	nan
24	398	0.3390347559063124	88	0.038	nan	nan
25	399	0.3389765714000753	88	0.03	nan	nan
26	381	0.3388087326946359	80	0.038	nan	nan
27	398	0.33877680934654875	88	0.026	nan	nan
28	392	0.33863708470202725	81	0.038	nan	nan
29	406	0.338579515425227	80	0.044	nan	nan
30	402	0.33845983575498606	74	0.026	nan	nan
31	430	0.33806830610566246	83	0.016	nan	nan
32	365	0.33731802330612726	81	0.014	nan	nan
33	418	0.3371507628665295	83	0.022	nan	nan
34	399	0.3370219673161607	88	0.018	nan	nan
35	416	0.33648824443500763	83	0.02	nan	nan
36	393	0.33648824443500763	83	0.024	nan	nan
37	379	0.3359008556752578	88	0.018	nan	nan
38	403	0.33589932179648047	87	0.038	nan	nan
39	402	0.33570989053476713	88	0.038	nan	nan
40	405	0.3352947400098126	90	0.048	nan	nan
41	371	0.33377415209839023	91	0.028	nan	nan
42	408	0.3336845015488204	91	0.028	nan	nan
43	408	0.3327143125741663	81	0.03	nan	nan
44	412	0.3327143125741663	81	0.034	nan	nan
45	387	0.3325848845358756	81	0.032	nan	nan
46	394	0.33228776141111	81	0.042	nan	nan
47	395	0.33169131072142566	81	0.026	nan	nan
48	394	0.33149085038754633	82	0.044	nan	nan
49	423	0.33139608643449064	67	0.054	nan	nan
50	419	0.3312962912758576	63	0.052	0.8786127167630058	WTA(OWA(concentrator(concentrator(IN21)), maximum(IN25, OWA(complement(OWA(IN14, dilator(WA(WA(dilator(IN35), maximum(IN21, IN25), '0.7'), dilator(IN26), '0.7')), '0.6')), maximum(maximum(IN21, IN25), OWA(complement(OWA(IN26, dilator(WA(WA(dilator(IN14), concentrator(dilator(WA(dilator(IN35), IN5, '0.6'))), '0.7'), dilator(IN26), '0.7')), '0.7')), maximum(maximum(complement(IN10), IN25), complement(IN36)), '0.2')), '0.2')), '0.7'), WA(IN23, IN14, '0.7'))
