gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4071521691729725	8	0.99	nan	nan
1	371	0.40188525529842045	11	0.712	nan	nan
2	406	0.36632410542009025	9	0.62	nan	nan
3	399	0.3492769347716355	12	0.556	nan	nan
4	399	0.3468458888630309	9	0.566	nan	nan
5	400	0.33594549622531766	5	0.486	nan	nan
6	390	0.33235911589516287	12	0.406	nan	nan
7	384	0.32485620604189386	11	0.414	nan	nan
8	397	0.3023196638160844	17	0.342	nan	nan
9	391	0.3023196638160844	17	0.322	nan	nan
10	401	0.29316958744966454	13	0.302	nan	nan
11	382	0.28960652916685886	10	0.302	nan	nan
12	403	0.28178813701900185	18	0.302	nan	nan
13	389	0.27807928526826287	13	0.25	nan	nan
14	401	0.27807928526826287	13	0.266	nan	nan
15	384	0.27807928526826287	13	0.238	nan	nan
16	398	0.27774538337917754	27	0.224	nan	nan
17	384	0.2633821986284251	11	0.23	nan	nan
18	404	0.2633821986284251	11	0.184	nan	nan
19	398	0.2614877634245138	11	0.216	nan	nan
20	399	0.2609042476495458	20	0.226	nan	nan
21	405	0.25809595964709137	27	0.226	nan	nan
22	393	0.25714495153077666	63	0.196	nan	nan
23	408	0.2531753412520133	63	0.234	nan	nan
24	383	0.24486244643592525	65	0.208	nan	nan
25	402	0.2409095128525337	61	0.206	nan	nan
26	392	0.23858269382915065	61	0.214	nan	nan
27	405	0.23858269382915065	61	0.208	nan	nan
28	383	0.23858269382915065	61	0.166	nan	nan
29	393	0.2336994468520445	112	0.15	nan	nan
30	381	0.2336994468520445	112	0.158	nan	nan
31	378	0.23058010521997824	44	0.152	nan	nan
32	396	0.23058010521997824	44	0.144	nan	nan
33	403	0.23058010521997824	44	0.142	nan	nan
34	397	0.2220863474191645	66	0.13	nan	nan
35	374	0.2220863474191645	66	0.14	nan	nan
36	409	0.21813611071999023	67	0.134	nan	nan
37	402	0.21795689865667056	69	0.122	nan	nan
38	397	0.21461851268747312	75	0.148	nan	nan
39	411	0.21250640435376658	78	0.142	nan	nan
40	403	0.2113356304481914	79	0.168	nan	nan
41	420	0.21052820019712573	72	0.178	nan	nan
42	405	0.20844855841690552	81	0.178	nan	nan
43	392	0.20690159596399724	81	0.158	nan	nan
44	412	0.20265558838212963	80	0.172	nan	nan
45	382	0.20259045107758888	60	0.134	nan	nan
46	384	0.2019469307620508	75	0.128	nan	nan
47	393	0.19755657282721237	66	0.128	nan	nan
48	405	0.19739806259100515	79	0.136	nan	nan
49	407	0.19698157395604451	67	0.15	nan	nan
50	385	0.19311471620538864	79	0.14	0.8888888888888888	WTA3(OWA(minimum(complement(dilator(dilator(dilator(minimum(IN33, IN30))))), minimum(minimum(dilator(dilator(dilator(IN2))), concentrator(complement(dilator(IN33)))), WA(maximum(minimum(IN18, dilator(minimum(IN33, IN30))), maximum(minimum(IN18, IN27), maximum(concentrator(complement(dilator(IN33))), IN25))), minimum(dilator(dilator(IN2)), IN25), '0.6'))), complement(IN36), '0.1'), maximum(minimum(complement(dilator(dilator(dilator(minimum(IN33, IN30))))), maximum(dilator(maximum(IN5, IN36)), OWA(concentrator(IN24), IN30, extend(extend(extend(extend(extend(extend('0.3'))))))))), concentrator(IN27)), dilator(dilator(minimum(IN33, IN30))))
