gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.11744107403744448	45	0.816	nan	nan
1	394	0.05177310242559935	9	0.558	nan	nan
2	418	0.0	11	0.39	nan	nan
3	407	0.0	11	0.212	nan	nan
4	398	0.0	11	0.166	nan	nan
5	380	0.0	11	0.098	nan	nan
6	414	0.0	11	0.062	nan	nan
7	394	0.0	11	0.054	nan	nan
8	399	0.0	11	0.036	nan	nan
9	410	0.0	11	0.028	nan	nan
10	420	0.0	11	0.024	nan	nan
11	393	0.0	11	0.016	nan	nan
12	403	0.0	11	0.026	nan	nan
13	410	0.0	11	0.012	nan	nan
14	412	0.0	11	0.014	nan	nan
15	394	0.0	11	0.014	nan	nan
16	415	0.0	11	0.024	nan	nan
17	397	0.0	11	0.01	nan	nan
18	399	0.0	11	0.018	nan	nan
19	391	0.0	11	0.016	nan	nan
20	389	0.0	11	0.008	nan	nan
21	415	0.0	11	0.012	nan	nan
22	397	0.0	11	0.014	nan	nan
23	391	0.0	11	0.014	nan	nan
24	395	0.0	11	0.012	nan	nan
25	402	0.0	11	0.008	nan	nan
26	403	0.0	11	0.004	nan	nan
27	410	0.0	11	0.008	nan	nan
28	410	0.0	11	0.002	nan	nan
29	413	0.0	11	0.004	nan	nan
30	402	0.0	11	0.002	nan	nan
31	405	0.0	11	0.002	nan	nan
32	414	0.0	11	0.004	nan	nan
33	390	0.0	11	0.004	nan	nan
34	380	0.0	11	0.002	nan	nan
35	411	0.0	11	0.006	nan	nan
36	391	0.0	11	0.002	nan	nan
37	413	0.0	11	0.006	nan	nan
38	409	0.0	11	0.002	nan	nan
39	420	0.0	11	0.002	nan	nan
40	418	0.0	11	0.002	nan	nan
41	397	0.0	11	0.002	nan	nan
42	393	0.0	11	0.002	nan	nan
43	405	0.0	11	0.002	nan	nan
44	413	0.0	11	0.004	nan	nan
45	396	0.0	11	0.002	nan	nan
46	420	0.0	11	0.002	nan	nan
47	417	0.0	11	0.002	nan	nan
48	397	0.0	11	0.004	nan	nan
49	403	0.0	11	0.002	nan	nan
50	423	0.0	11	0.002	1.0	WTA(concentrator(maximum(complement(IN4), IN12)), dilator(maximum(complement(IN4), IN12)))
