gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.025306736752113243	52	0.836	nan	nan
1	419	0.0	7	0.716	nan	nan
2	414	0.0	7	0.612	nan	nan
3	401	0.0	7	0.412	nan	nan
4	391	0.0	7	0.18	nan	nan
5	406	0.0	7	0.12	nan	nan
6	409	0.0	7	0.092	nan	nan
7	402	0.0	7	0.056	nan	nan
8	411	0.0	7	0.068	nan	nan
9	423	0.0	7	0.058	nan	nan
10	402	0.0	7	0.046	nan	nan
11	408	0.0	7	0.038	nan	nan
12	426	0.0	7	0.05	nan	nan
13	428	0.0	7	0.032	nan	nan
14	421	0.0	7	0.032	nan	nan
15	425	0.0	7	0.046	nan	nan
16	392	0.0	7	0.05	nan	nan
17	405	0.0	7	0.036	nan	nan
18	399	0.0	7	0.042	nan	nan
19	395	0.0	7	0.052	nan	nan
20	397	0.0	7	0.032	nan	nan
21	405	0.0	7	0.036	nan	nan
22	422	0.0	7	0.034	nan	nan
23	412	0.0	7	0.028	nan	nan
24	408	0.0	7	0.032	nan	nan
25	403	0.0	7	0.038	nan	nan
26	422	0.0	7	0.044	nan	nan
27	422	0.0	7	0.032	nan	nan
28	428	0.0	7	0.026	nan	nan
29	378	0.0	7	0.034	nan	nan
30	392	0.0	7	0.034	nan	nan
31	408	0.0	7	0.026	nan	nan
32	431	0.0	7	0.03	nan	nan
33	424	0.0	7	0.032	nan	nan
34	405	0.0	7	0.026	nan	nan
35	412	0.0	7	0.024	nan	nan
36	417	0.0	7	0.028	nan	nan
37	388	0.0	7	0.032	nan	nan
38	396	0.0	7	0.028	nan	nan
39	417	0.0	7	0.026	nan	nan
40	415	0.0	7	0.028	nan	nan
41	425	0.0	7	0.034	nan	nan
42	405	0.0	7	0.034	nan	nan
43	399	0.0	7	0.016	nan	nan
44	396	0.0	7	0.032	nan	nan
45	422	0.0	7	0.038	nan	nan
46	394	0.0	7	0.022	nan	nan
47	408	0.0	7	0.032	nan	nan
48	390	0.0	7	0.01	nan	nan
49	401	0.0	7	0.02	nan	nan
50	406	0.0	7	0.018	1.0	WTA(complement(IN16), dilator(concentrator(complement(IN16))))
