gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4498998136877796	11	0.922	nan	nan
1	416	0.4498998136877796	11	0.798	nan	nan
2	395	0.43720032037599355	12	0.686	nan	nan
3	396	0.43356616006607696	19	0.632	nan	nan
4	404	0.43101525201344987	4	0.62	nan	nan
5	402	0.4274737548775757	9	0.542	nan	nan
6	384	0.42264038874711535	11	0.524	nan	nan
7	400	0.42264038874711535	11	0.408	nan	nan
8	414	0.41391729042355657	16	0.422	nan	nan
9	401	0.41391729042355657	16	0.364	nan	nan
10	386	0.4117364911654518	12	0.348	nan	nan
11	412	0.41167099749020253	22	0.404	nan	nan
12	409	0.41167099749020253	22	0.416	nan	nan
13	405	0.40972488162634985	16	0.364	nan	nan
14	412	0.40972488162634985	16	0.352	nan	nan
15	413	0.4096590663479408	19	0.362	nan	nan
16	403	0.40924145942021095	41	0.312	nan	nan
17	403	0.4088419564226009	36	0.356	nan	nan
18	406	0.40783562402447904	44	0.362	nan	nan
19	397	0.4077291577247567	43	0.386	nan	nan
20	418	0.40742296479923945	50	0.416	nan	nan
21	404	0.40742296479923945	50	0.39	nan	nan
22	414	0.4070169228253623	44	0.364	nan	nan
23	395	0.4064940365164475	49	0.368	nan	nan
24	396	0.4059188218393823	47	0.402	nan	nan
25	407	0.40556393796833234	48	0.452	nan	nan
26	415	0.40556393796833234	48	0.48	nan	nan
27	433	0.40501363223817255	51	0.484	nan	nan
28	422	0.40433213606932183	47	0.462	nan	nan
29	386	0.40433213606932183	47	0.458	nan	nan
30	410	0.40428259587745874	64	0.418	nan	nan
31	393	0.4032036302222353	54	0.404	nan	nan
32	422	0.4031725821426411	54	0.434	nan	nan
33	402	0.4029098021836974	54	0.438	nan	nan
34	413	0.40260641852594253	60	0.456	nan	nan
35	401	0.4024828804189422	66	0.432	nan	nan
36	418	0.4007688005049565	108	0.416	nan	nan
37	410	0.4005888919165984	107	0.384	nan	nan
38	416	0.4005886259151782	105	0.43	nan	nan
39	417	0.4003074333503134	117	0.344	nan	nan
40	390	0.4003074333503134	117	0.332	nan	nan
41	412	0.4003074333503134	117	0.376	nan	nan
42	408	0.40025068033526584	118	0.376	nan	nan
43	404	0.4001107671034809	117	0.396	nan	nan
44	410	0.4001107671034809	117	0.418	nan	nan
45	394	0.3998230074558012	108	0.384	nan	nan
46	419	0.3998230074558012	108	0.442	nan	nan
47	408	0.39968072050158937	103	0.446	nan	nan
48	400	0.39968072050158937	103	0.426	nan	nan
49	398	0.3995734559812099	130	0.372	nan	nan
50	398	0.3995734559812099	130	0.348	0.7864583333333334	WTA(complement(OWA(minimum(OWA(OWA(IN10, dilator(minimum(dilator(IN5), IN22)), '0.3'), IN5, '0.9'), maximum(IN19, IN5)), OWA(minimum(dilator(maximum(minimum(minimum(dilator(IN5), IN22), maximum(minimum(OWA(OWA(IN10, dilator(minimum(dilator(IN5), IN22)), '0.3'), IN5, '0.9'), maximum(IN19, IN5)), complement(complement(IN20)))), IN5)), maximum(complement(IN20), IN10)), IN22, extend('0.5')), extend('0.5'))), OWA(minimum(OWA(OWA(IN10, dilator(minimum(dilator(IN5), IN22)), '0.3'), maximum(minimum(minimum(dilator(dilator(IN5)), IN22), maximum(minimum(OWA(OWA(IN10, dilator(IN5), '0.3'), IN5, '0.9'), maximum(IN19, IN5)), complement(IN22))), IN5), '0.9'), maximum(IN19, IN5)), OWA(minimum(dilator(maximum(minimum(dilator(minimum(dilator(IN5), IN22)), minimum(OWA(OWA(IN10, dilator(minimum(dilator(IN5), IN22)), '0.3'), IN5, '0.9'), maximum(IN19, IN5))), IN5)), maximum(complement(IN20), IN5)), IN22, extend('0.5')), extend(extend('0.5'))))
