gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4662082110783954	7	0.898	nan	nan
1	408	0.43078214790929426	6	0.808	nan	nan
2	408	0.43078214790929426	6	0.84	nan	nan
3	415	0.43021188860784054	6	0.83	nan	nan
4	381	0.4249270942133987	17	0.722	nan	nan
5	394	0.4237787691382435	12	0.68	nan	nan
6	410	0.4237787691382435	12	0.48	nan	nan
7	412	0.4195217303505563	22	0.412	nan	nan
8	390	0.4195217303505563	22	0.42	nan	nan
9	405	0.4178636247121294	30	0.4	nan	nan
10	413	0.41786138759510444	30	0.426	nan	nan
11	405	0.4171320752175693	31	0.404	nan	nan
12	404	0.4141417743290996	34	0.378	nan	nan
13	403	0.4141417743290996	34	0.422	nan	nan
14	407	0.4134434332760619	34	0.432	nan	nan
15	396	0.4134090470812252	24	0.444	nan	nan
16	406	0.41327515649836016	59	0.402	nan	nan
17	412	0.412607689970842	34	0.294	nan	nan
18	398	0.4125584785097559	42	0.254	nan	nan
19	393	0.4119916792812899	67	0.27	nan	nan
20	402	0.411702655892393	37	0.25	nan	nan
21	413	0.4116438130643349	37	0.204	nan	nan
22	408	0.41105277719141126	81	0.274	nan	nan
23	390	0.4099920414499611	67	0.266	nan	nan
24	411	0.4098321619712175	51	0.31	nan	nan
25	379	0.4093991170022484	33	0.314	nan	nan
26	407	0.4082511288516819	28	0.342	nan	nan
27	404	0.40779095804690324	40	0.336	nan	nan
28	408	0.4073958739069023	31	0.374	nan	nan
29	374	0.40579067615772624	24	0.344	nan	nan
30	411	0.40579067615772624	24	0.426	nan	nan
31	371	0.40579067615772624	24	0.41	nan	nan
32	424	0.4050383981664562	129	0.444	nan	nan
33	402	0.40496580331940596	54	0.442	nan	nan
34	384	0.40431294922630107	47	0.46	nan	nan
35	390	0.40364199502744086	47	0.396	nan	nan
36	418	0.40338212192766393	110	0.34	nan	nan
37	412	0.40338212192766393	110	0.384	nan	nan
38	396	0.40338212192766393	110	0.406	nan	nan
39	401	0.40325394204438586	124	0.42	nan	nan
40	387	0.40312482550033324	118	0.324	nan	nan
41	398	0.4030610032083645	111	0.236	nan	nan
42	400	0.4030125452881967	106	0.222	nan	nan
43	398	0.40296800715305064	118	0.224	nan	nan
44	436	0.402739636060529	89	0.252	nan	nan
45	405	0.40246770781174246	100	0.28	nan	nan
46	399	0.40246770781174246	100	0.244	nan	nan
47	400	0.4023536571556503	100	0.31	nan	nan
48	400	0.4021314201990453	92	0.344	nan	nan
49	408	0.4021027321969491	92	0.348	nan	nan
50	436	0.40197476842704766	89	0.362	0.8020833333333334	WTA(complement(maximum(IN5, maximum(IN17, OWA(maximum(IN5, OWA(IN22, IN5, '0.6')), maximum(IN5, maximum(IN17, OWA(maximum(dilator(IN5), dilator(IN20)), OWA(IN22, OWA(IN19, IN2, '0.6'), '0.6'), '0.2'))), '0.2')))), OWA(maximum(IN17, dilator(IN5)), maximum(OWA(maximum(minimum(WA(IN20, maximum(dilator(IN5), IN17), '0.9'), concentrator(WA(IN20, IN23, '0.9'))), OWA(IN22, IN5, '0.5')), OWA(IN22, OWA(IN19, IN2, '0.6'), '0.6'), '0.6'), OWA(OWA(maximum(IN5, dilator(maximum(IN5, maximum(IN22, OWA(IN22, IN2, extend('0.1')))))), maximum(IN5, OWA(IN22, IN5, '0.6')), '0.1'), IN17, '0.6')), '0.3'))
