gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4372303342651476	6	0.888	nan	nan
1	403	0.43588899652582297	22	0.814	nan	nan
2	418	0.4284960491401367	21	0.81	nan	nan
3	408	0.42204022559045073	9	0.72	nan	nan
4	416	0.42204022559045073	9	0.588	nan	nan
5	388	0.4170390068973321	11	0.382	nan	nan
6	401	0.4170390068973321	11	0.31	nan	nan
7	401	0.4170390068973321	11	0.278	nan	nan
8	393	0.4154186366780481	20	0.296	nan	nan
9	417	0.4150744329985787	27	0.376	nan	nan
10	424	0.4122431796868789	18	0.418	nan	nan
11	397	0.40974402636309437	21	0.398	nan	nan
12	399	0.4086512521912663	21	0.39	nan	nan
13	425	0.4077701468119008	57	0.404	nan	nan
14	411	0.40702522084980275	26	0.392	nan	nan
15	396	0.40699595203583405	47	0.41	nan	nan
16	409	0.40156399703037987	55	0.374	nan	nan
17	408	0.40156399703037987	55	0.29	nan	nan
18	403	0.40094047676317174	55	0.356	nan	nan
19	420	0.4002097462295609	47	0.424	nan	nan
20	380	0.4001748170075982	58	0.366	nan	nan
21	404	0.40006438348141404	51	0.332	nan	nan
22	408	0.3997116319275321	62	0.32	nan	nan
23	410	0.39888381917436583	66	0.332	nan	nan
24	398	0.39888381917436583	66	0.336	nan	nan
25	386	0.3987881899258366	83	0.306	nan	nan
26	434	0.3987881899258366	83	0.344	nan	nan
27	399	0.39864293488220875	66	0.3	nan	nan
28	415	0.3986305222323889	70	0.324	nan	nan
29	405	0.3984402314627881	79	0.254	nan	nan
30	380	0.3984402314627881	79	0.222	nan	nan
31	443	0.39818441916920666	91	0.298	nan	nan
32	394	0.3981415533427077	107	0.294	nan	nan
33	392	0.3981415533427077	107	0.29	nan	nan
34	417	0.39806602626115717	82	0.256	nan	nan
35	407	0.3978508037529906	91	0.29	nan	nan
36	397	0.397784802989744	162	0.238	nan	nan
37	400	0.39746270751728624	100	0.322	nan	nan
38	408	0.39746270751728624	100	0.31	nan	nan
39	419	0.39704761187320153	100	0.334	nan	nan
40	416	0.39704761187320153	100	0.336	nan	nan
41	408	0.39693676159735364	165	0.332	nan	nan
42	409	0.3967033010073926	100	0.36	nan	nan
43	417	0.39663165884335483	100	0.374	nan	nan
44	401	0.3966154070037027	112	0.418	nan	nan
45	419	0.3966154070037027	112	0.42	nan	nan
46	413	0.3963906451782186	99	0.352	nan	nan
47	400	0.39617646806161133	113	0.38	nan	nan
48	414	0.39617646806161133	113	0.47	nan	nan
49	390	0.3961253228250969	113	0.474	nan	nan
50	410	0.39598191885262024	113	0.4	0.7291666666666666	WTA(complement(maximum(minimum(IN4, IN17), minimum(WA(maximum(minimum(IN4, minimum(IN4, IN17)), minimum(complement(OWA(OWA(OWA(OWA(IN4, IN23, '0.4'), IN23, '0.2'), IN4, '0.5'), IN4, '0.5')), dilator(IN5))), complement(IN15), '0.8'), complement(complement(complement(OWA(OWA(IN21, OWA(OWA(IN21, complement(IN5), '0.5'), IN4, '0.1'), '0.8'), complement(IN5), '0.2'))))))), maximum(minimum(IN4, IN17), maximum(minimum(IN21, IN17), maximum(minimum(IN4, IN17), minimum(complement(complement(WA(maximum(minimum(complement(OWA(OWA(IN21, IN4, '0.8'), OWA(IN4, IN23, '0.4'), '0.8')), dilator(IN5)), minimum(complement(OWA(OWA(dilator(IN5), IN4, '0.5'), IN4, '0.5')), dilator(IN5))), complement(IN15), '0.8'))), complement(complement(complement(OWA(OWA(IN21, OWA(IN21, complement(IN5), '0.5'), '0.8'), complement(IN5), '0.2')))))))))
