gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.14012769011817247	15	0.842	nan	nan
1	398	0.10003128610401836	16	0.612	nan	nan
2	426	0.015104094852177632	22	0.43	nan	nan
3	419	0.0	9	0.264	nan	nan
4	393	0.0	9	0.112	nan	nan
5	414	0.0	9	0.074	nan	nan
6	375	0.0	9	0.038	nan	nan
7	409	0.0	9	0.04	nan	nan
8	400	0.0	9	0.028	nan	nan
9	402	0.0	9	0.026	nan	nan
10	403	0.0	9	0.03	nan	nan
11	407	0.0	9	0.026	nan	nan
12	405	0.0	9	0.016	nan	nan
13	429	0.0	9	0.008	nan	nan
14	395	0.0	9	0.008	nan	nan
15	409	0.0	9	0.018	nan	nan
16	392	0.0	9	0.008	nan	nan
17	406	0.0	9	0.008	nan	nan
18	393	0.0	9	0.002	nan	nan
19	408	0.0	9	0.002	nan	nan
20	407	0.0	9	0.016	nan	nan
21	406	0.0	9	0.012	nan	nan
22	405	0.0	9	0.004	nan	nan
23	388	0.0	9	0.004	nan	nan
24	394	0.0	9	0.002	nan	nan
25	416	0.0	9	0.002	nan	nan
26	423	0.0	9	0.002	nan	nan
27	405	0.0	9	0.006	nan	nan
28	392	0.0	9	0.002	nan	nan
29	415	0.0	9	0.002	nan	nan
30	415	0.0	9	0.002	nan	nan
31	379	0.0	9	0.002	nan	nan
32	405	0.0	9	0.002	nan	nan
33	401	0.0	9	0.002	nan	nan
34	432	0.0	9	0.002	nan	nan
35	417	0.0	9	0.002	nan	nan
36	385	0.0	9	0.002	nan	nan
37	403	0.0	9	0.002	nan	nan
38	418	0.0	9	0.002	nan	nan
39	413	0.0	9	0.002	nan	nan
40	415	0.0	9	0.002	nan	nan
41	391	0.0	9	0.002	nan	nan
42	407	0.0	9	0.002	nan	nan
43	416	0.0	9	0.002	nan	nan
44	369	0.0	9	0.002	nan	nan
45	419	0.0	9	0.002	nan	nan
46	392	0.0	9	0.002	nan	nan
47	398	0.0	9	0.002	nan	nan
48	415	0.0	9	0.002	nan	nan
49	401	0.0	9	0.002	nan	nan
50	410	0.0	9	0.002	1.0	WTA(complement(concentrator(IN25)), complement(WA(IN25, IN25, '0.7')))
