gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.4350446889985958	102	0.762	nan	nan
1	416	0.40996833833380986	46	0.72	nan	nan
2	400	0.373444808700118	13	0.636	nan	nan
3	397	0.3609255410139341	9	0.534	nan	nan
4	408	0.35333417278096857	33	0.402	nan	nan
5	430	0.35331580739562934	32	0.17	nan	nan
6	402	0.3510959858673827	13	0.136	nan	nan
7	398	0.3510959858673827	13	0.154	nan	nan
8	407	0.350147614425378	17	0.084	nan	nan
9	400	0.3485979373967382	11	0.088	nan	nan
10	424	0.348477470925225	32	0.084	nan	nan
11	411	0.3467651160911797	19	0.076	nan	nan
12	433	0.3465716152150947	13	0.08	nan	nan
13	397	0.34649179051929657	27	0.074	nan	nan
14	385	0.34631045400856647	32	0.064	nan	nan
15	408	0.34631045400856647	32	0.056	nan	nan
16	392	0.3456297482174631	35	0.062	nan	nan
17	409	0.3451989851988742	22	0.046	nan	nan
18	398	0.3449415612883323	33	0.052	nan	nan
19	397	0.3438969257318785	38	0.056	nan	nan
20	416	0.3438969257318785	38	0.066	nan	nan
21	426	0.3438069467821229	34	0.072	nan	nan
22	417	0.3438069467821229	34	0.04	nan	nan
23	410	0.343761428896817	32	0.054	nan	nan
24	395	0.3437327961420182	28	0.042	nan	nan
25	411	0.3437327961420182	28	0.038	nan	nan
26	385	0.3436196724323908	42	0.048	nan	nan
27	419	0.3436196724323908	42	0.044	nan	nan
28	377	0.3436196724323908	42	0.036	nan	nan
29	396	0.34211166945073923	28	0.04	nan	nan
30	415	0.34211166907694623	27	0.036	nan	nan
31	388	0.34211166907694623	27	0.032	nan	nan
32	410	0.34211166907694623	27	0.028	nan	nan
33	411	0.34188782117677186	51	0.026	nan	nan
34	433	0.34157116222653555	52	0.046	nan	nan
35	405	0.3410296897118887	53	0.052	nan	nan
36	407	0.3410252976735514	52	0.05	nan	nan
37	410	0.34083539598677287	54	0.046	nan	nan
38	416	0.3405784579706954	58	0.04	nan	nan
39	424	0.339545399885798	83	0.056	nan	nan
40	407	0.3392447116739987	53	0.05	nan	nan
41	396	0.3381992828669502	58	0.04	nan	nan
42	387	0.33812330981474137	57	0.02	nan	nan
43	411	0.33812330981474137	57	0.032	nan	nan
44	426	0.3379411079162889	58	0.042	nan	nan
45	404	0.3379411079162889	58	0.042	nan	nan
46	403	0.33782790623083514	61	0.03	nan	nan
47	421	0.33780458299619937	79	0.026	nan	nan
48	391	0.33766541135846906	79	0.022	nan	nan
49	409	0.33766541135846906	79	0.04	nan	nan
50	395	0.337591064843468	62	0.032	0.8786127167630058	WTA(WA(IN21, concentrator(concentrator(OWA(concentrator(OWA(concentrator(concentrator(IN27)), OWA(concentrator(concentrator(WA(IN39, concentrator(WA(IN39, concentrator(IN27), '0.9')), '0.6'))), concentrator(WA(IN39, concentrator(IN27), extend('0.9'))), '0.1'), extend('0.9'))), OWA(concentrator(WA(IN39, concentrator(IN27), '0.9')), OWA(concentrator(WA(OWA(IN23, IN27, '0.7'), complement(IN35), extend('0.1'))), IN27, extend('0.1')), '0.1'), extend('0.1')))), '0.6'), OWA(IN23, IN28, '0.7'))
