gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.355373220908148	10	0.776	nan	nan
1	396	0.34924024430494643	9	0.712	nan	nan
2	404	0.34924024430494643	9	0.602	nan	nan
3	398	0.34924024430494643	9	0.466	nan	nan
4	400	0.34561578606707394	11	0.324	nan	nan
5	382	0.34561578606707394	11	0.17	nan	nan
6	419	0.34561578606707394	11	0.104	nan	nan
7	422	0.3429207526603683	40	0.128	nan	nan
8	408	0.3429207526603683	40	0.146	nan	nan
9	398	0.3429207526603683	40	0.102	nan	nan
10	405	0.3429207526603683	40	0.084	nan	nan
11	406	0.3410655832172402	39	0.116	nan	nan
12	388	0.3393553044060954	39	0.158	nan	nan
13	440	0.3364525537539522	39	0.15	nan	nan
14	423	0.3364525537539522	39	0.152	nan	nan
15	426	0.33541066535217323	44	0.14	nan	nan
16	406	0.33541066535217323	44	0.142	nan	nan
17	389	0.33446196891445074	56	0.122	nan	nan
18	391	0.3267807337055027	48	0.14	nan	nan
19	405	0.3264990303923234	45	0.13	nan	nan
20	402	0.3264990303923234	45	0.148	nan	nan
21	395	0.3264990303923234	45	0.156	nan	nan
22	427	0.32419454710226703	42	0.16	nan	nan
23	408	0.32419454710226703	42	0.124	nan	nan
24	405	0.3241415485545293	58	0.096	nan	nan
25	391	0.32385754958831664	46	0.106	nan	nan
26	399	0.3221171789555513	52	0.082	nan	nan
27	417	0.3216401400824985	45	0.1	nan	nan
28	410	0.3208278537785843	46	0.102	nan	nan
29	393	0.3205752077826868	52	0.102	nan	nan
30	391	0.3202796911381986	54	0.076	nan	nan
31	417	0.31698158233373736	72	0.096	nan	nan
32	388	0.3158318255081921	69	0.11	nan	nan
33	417	0.31476370549306953	68	0.112	nan	nan
34	413	0.31419353644939163	70	0.116	nan	nan
35	400	0.3135497007923068	69	0.09	nan	nan
36	415	0.3132667185963642	71	0.09	nan	nan
37	409	0.3127965524408471	68	0.102	nan	nan
38	408	0.3121069875406501	59	0.12	nan	nan
39	405	0.3120886606741768	101	0.09	nan	nan
40	411	0.3120886606741768	101	0.074	nan	nan
41	407	0.3114320671711758	68	0.098	nan	nan
42	418	0.311390068762286	67	0.13	nan	nan
43	385	0.3105965319417151	66	0.102	nan	nan
44	413	0.3105965319417151	66	0.114	nan	nan
45	402	0.3105045209556521	88	0.122	nan	nan
46	396	0.30983059040496697	59	0.118	nan	nan
47	410	0.30983059040496697	59	0.126	nan	nan
48	399	0.3091193258632471	73	0.112	nan	nan
49	396	0.3091193258632471	73	0.104	nan	nan
50	425	0.30898310167448856	73	0.124	0.8497109826589595	WTA(dilator(complement(WA(dilator(maximum(IN23, complement(complement(IN41)))), dilator(maximum(dilator(maximum(dilator(IN20), maximum(dilator(maximum(dilator(OWA(IN26, IN41, '0.7')), IN20)), IN14))), IN14)), extend('0.7')))), maximum(WA(dilator(IN14), dilator(IN41), extend(extend(extend('0.1')))), maximum(OWA(IN23, WA(IN16, maximum(maximum(OWA(IN23, dilator(maximum(dilator(maximum(dilator(OWA(IN26, IN41, '0.5')), IN14)), IN14)), '0.1'), complement(complement(IN35))), complement(complement(IN41))), '0.1'), extend(extend('0.3'))), complement(complement(IN41)))))
