gen	nevals	best_train_fitness	best_ind_nodes	behavioural_diversity	accuracy_test	best_phenotype
0	500	0.3733684957835914	9	0.96	nan	nan
1	432	0.3351559623086321	8	0.828	nan	nan
2	393	0.31542939155728617	6	0.746	nan	nan
3	405	0.24705918411330674	7	0.714	nan	nan
4	414	0.23275250842300824	7	0.692	nan	nan
5	407	0.22521634852123956	6	0.626	nan	nan
6	394	0.20078619428445496	11	0.564	nan	nan
7	396	0.20025610957997725	11	0.502	nan	nan
8	389	0.20025610957997725	11	0.39	nan	nan
9	407	0.20025610957997725	11	0.228	nan	nan
10	399	0.20025610957997725	11	0.132	nan	nan
11	408	0.2002541756091509	15	0.082	nan	nan
12	363	0.2002541756091509	15	0.082	nan	nan
13	422	0.2002541756091509	15	0.078	nan	nan
14	403	0.2002541756091509	15	0.088	nan	nan
15	401	0.2002541756091509	15	0.092	nan	nan
16	411	0.2002541756091509	15	0.102	nan	nan
17	407	0.2002513054643889	20	0.084	nan	nan
18	394	0.2002513054643889	20	0.078	nan	nan
19	391	0.20025053185974093	18	0.064	nan	nan
20	398	0.20025009676462402	20	0.062	nan	nan
21	394	0.20025009676462402	20	0.052	nan	nan
22	394	0.20025009676462402	20	0.062	nan	nan
23	402	0.20025007727193747	26	0.07	nan	nan
24	394	0.20025007727193747	26	0.064	nan	nan
25	400	0.20025006767054396	30	0.06	nan	nan
26	405	0.20025006767054396	30	0.05	nan	nan
27	386	0.20025006767054396	30	0.046	nan	nan
28	391	0.20025006760537384	52	0.05	nan	nan
29	412	0.20025006760537384	52	0.032	nan	nan
30	394	0.20025006760537384	52	0.04	nan	nan
31	412	0.20025006760537384	52	0.046	nan	nan
32	429	0.20025006760537384	52	0.044	nan	nan
33	396	0.20025006760537384	52	0.026	nan	nan
34	401	0.20025006760537384	52	0.036	nan	nan
35	387	0.20025006760537384	52	0.026	nan	nan
36	396	0.20025006760456998	52	0.044	nan	nan
37	391	0.20025006760456998	52	0.028	nan	nan
38	394	0.20025006760456998	52	0.032	nan	nan
39	407	0.20025006760436112	50	0.028	nan	nan
40	398	0.20025006760436112	50	0.038	nan	nan
41	404	0.20025006760436112	50	0.028	nan	nan
42	418	0.20025006760436112	50	0.054	nan	nan
43	401	0.20025006760436112	50	0.026	nan	nan
44	406	0.20025006760436112	50	0.03	nan	nan
45	421	0.2002499887703226	51	0.04	nan	nan
46	415	0.20024951754408238	50	0.028	nan	nan
47	403	0.20024951754408238	50	0.028	nan	nan
48	403	0.20024116121022847	27	0.04	nan	nan
49	375	0.20022896477773267	41	0.042	nan	nan
50	399	0.20021886045357107	19	0.042	0.9736842105263158	WTA3(concentrator(dilator(WA(WA(WA(IN6, dilator(IN6), '0.3'), IN9, extend('0.1')), IN6, '0.7'))), concentrator(IN10), dilator(IN11))
